Word,Occurrences,Length,LgSUBTLWF
fandom,NA,6,1
fanfare,1,7,1.763
fang,1,4,1.996
fangs,1,5,1.964
fanny,1,5,2.42
fantastic,1,9,3.308
fantasy,1,7,2.919
far,2,3,4.051
far away,NA,8,1
farce,1,5,1.954
fare,1,4,2.498
farewell,1,8,2.684
farm,1,4,3.186
farmer,1,6,2.782
farming,1,7,1.919
farms,1,5,2.164
fart,1,4,2.517
farther,1,7,2.459
fascinate,1,9,1.431
fascinating,1,11,2.886
fascism,1,7,1.602
fascist,1,7,2.1
fashion,1,7,2.981
fashionable,1,11,1.996
fast,2,4,3.846
fasten,1,6,2.281
fastener,1,8,0.301
faster,1,6,3.349
fast food,NA,9,1
fat,1,3,3.608
fatal,1,5,2.56
fate,1,4,3.139
father,1,6,4.452
fatherly,1,8,1.505
fatigue,1,7,1.973
fattening,1,9,1.602
fatty,1,5,2.417
faucet,1,6,1.869
fault,1,5,3.725
faulty,1,6,1.924
fauna,1,5,1.447
favor,1,5,3.558
favorite,1,8,3.482
fawn,1,4,1.568
fax,NA,3,1
FBI,1,3,1.982
fear,1,4,3.547
fearful,1,7,2.045
fearless,1,8,2.185
feast,1,5,2.535
feat,1,4,1.898
feather,1,7,2.53
feathers,1,8,2.465
feature,1,7,2.476
February,1,8,2.449
feces,NA,5,1
federal,1,7,3.07
fedora,1,6,1.146
fee,1,3,2.695
feeble,1,6,1.94
feed,1,4,3.335
feedback,1,8,2.149
feeding,1,7,2.778
feel,1,4,4.505
feeling,1,7,3.933
feelings,1,8,3.468
feely,NA,5,1
fees,1,4,2.161
feet,1,4,3.789
feline,1,6,1.672
fell,1,4,3.571
fellow,1,6,3.475
fellowship,1,10,2.179
felon,1,5,2.111
felony,1,6,2.456
felt,1,4,3.786
female,1,6,3.208
females,1,7,2.24
feminine,1,8,2.369
feminism,1,8,1.255
feminist,1,8,1.973
fence,1,5,2.914
fencing,1,7,1.851
feral,1,5,1
fern,1,4,2.215
ferocious,1,9,1.903
ferret,1,6,1.924
ferry,1,5,2.438
fertile,1,7,1.909
fertilizer,1,10,2.004
festival,1,8,2.704
festive,1,7,1.996
fetch,1,5,2.748
fetish,1,6,2.072
fetus,NA,5,1
feud,1,4,1.826
feudal,1,6,1.041
fever,2,5,3.008
feverish,1,8,1.532
few,2,3,4.187
fewer,1,5,2.185
fib,1,3,1.819
fiber,1,5,2.196
fickle,1,6,1.785
fiction,2,7,2.493
fictional,1,9,1.857
fiddle,1,6,2.269
fiddler,1,7,1.663
fidelity,1,8,2.009
fidget,1,6,0.699
field,1,5,3.554
fields,1,6,2.785
fiend,1,5,2.158
fierce,1,6,2.389
fiery,1,5,2.017
fiesta,1,6,1.813
fifteen,1,7,2.952
fifth,1,5,2.991
fifty,1,5,2.983
fig,1,3,1.799
fight,1,5,4.011
fighter,1,7,2.815
fighting,1,8,3.558
figs,1,4,1.556
figure,2,6,3.82
figure out,NA,10,1
figures,1,7,2.978
file,1,4,3.352
files,1,5,3.133
fill,1,4,3.351
filled,1,6,3.142
filler,1,6,1.462
filling,1,7,2.695
film,1,4,3.522
films,1,5,2.876
filter,1,6,2.212
filth,1,5,2.365
filthy,1,6,2.924
fin,1,3,2.243
final,1,5,3.404
finale,1,6,2.1
finality,1,8,1.322
finally,1,7,3.777
finance,1,7,2.438
finances,1,8,1.903
financial,1,9,2.891
finch,1,5,2.314
find,1,4,4.627
finder,1,6,1.935
finding,1,7,3.287
fine,1,4,4.484
finesse,1,7,1.857
finger,1,6,3.272
fingernail,1,10,1.839
fingernails,1,11,2.324
fingerprint,1,11,2.215
fingers,1,7,3.23
finish,1,6,3.703
finished,1,8,3.63
finisher,1,8,0.954
finishing,1,9,2.606
finite,1,6,1.532
fir,1,3,1.362
fire,1,4,4.041
firecracker,1,11,1.74
fired,1,5,3.5
firefighter,NA,11,1
firefly,1,7,1.462
fireman,1,7,2.176
fireplace,1,9,2.415
firetruck,NA,9,1
firework,1,8,0.954
fireworks,1,9,2.459
firing,1,6,2.972
firm,1,4,3.255
first,4,5,4.632
first aid,NA,9,1
first class,NA,11,1
first floor,NA,11,1
fish,2,4,3.629
fishing,2,7,3.081
fishing pole,NA,12,1
fish tank,NA,9,1
fishy,1,5,2.158
fist,1,4,2.575
fit,1,3,3.468
fitness,1,7,1.954
fitting,1,7,2.456
five,1,4,4.163
fix,1,3,3.646
fixation,1,8,1.556
fixed,1,5,3.217
fixer,NA,5,1
fixing,1,6,2.728
fizz,1,4,1.505
fizzy,1,5,1.079
flag,2,4,2.951
flags,1,5,2.245
flake,1,5,1.954
flakes,1,6,1.982
flaky,1,5,1.663
flamboyant,1,10,1.38
flame,1,5,2.665
flames,1,6,2.583
flamingo,1,8,1.785
flan,1,4,1.94
flannel,1,7,1.851
flap,1,4,2.134
flapjack,1,8,1.146
flapper,1,7,1.041
flare,1,5,2.334
flash,1,5,2.894
flasher,1,7,1.255
flashing,1,8,2.215
flashlight,1,10,2.481
flashy,1,6,1.991
flask,1,5,1.763
flat,1,4,3.127
flatfish,1,8,0.778
flatter,1,7,2.303
flattering,1,10,2.292
flattery,1,8,1.851
flavor,1,6,2.408
flavorful,NA,9,1
flavoring,1,9,0.602
flaw,1,4,2.193
flawed,1,6,1.806
flawless,1,8,1.909
flea,1,4,2.23
fleck,1,5,0.903
flee,1,4,2.369
fleece,1,6,1.778
fleet,1,5,2.733
fleeting,1,8,1.94
flesh,1,5,3.051
fleshy,1,6,1.477
flew,1,4,2.895
flex,1,4,1.708
flexibility,1,11,1.708
flexible,1,8,2.137
flick,1,5,2.412
flicker,1,7,1.556
flies,1,5,2.856
flight,2,6,3.484
flight attendant,NA,16,1
flighty,1,7,1.447
flimsy,1,6,1.633
flinch,1,6,1.771
fling,1,5,2.258
flint,1,5,2.348
flip,2,4,2.863
flip flops,NA,10,1
flipper,1,7,1.663
flirt,1,5,2.303
float,1,5,2.582
floating,1,8,2.692
flock,1,5,2.377
flood,1,5,2.465
floor,2,5,3.71
flooring,1,8,1.362
flop,1,4,2.075
floppy,1,6,1.771
flora,1,5,2.061
floral,1,6,1.58
Florida,1,7,2.973
floss,1,5,2.004
flounder,1,8,1.643
flour,1,5,2.209
flourish,1,8,1.623
flow,1,4,2.846
flower,1,6,3.065
flowers,1,7,3.385
flowery,1,7,1.544
flowing,1,7,2.338
flu,1,3,2.648
fluctuate,1,9,1.079
fluent,1,6,1.778
fluff,1,5,1.863
fluffy,1,6,2.269
fluid,1,5,2.66
flunk,1,5,1.968
fluorescent,1,11,1.491
flush,1,5,2.68
flute,1,5,2.037
flutter,1,7,1.653
flux,1,4,1.732
fly,1,3,3.637
flyer,1,5,2.24
flying,1,6,3.412
foal,1,4,1.176
foam,1,4,2.255
foamy,1,5,1.176
focus,1,5,3.176
focused,1,7,2.606
fodder,1,6,1.301
foe,1,3,1.978
fog,1,3,2.684
foggy,1,5,1.826
foil,2,4,1.799
fold,1,4,2.644
folded,1,6,2.173
folder,1,6,1.924
folding,1,7,2.029
foliage,1,7,1.447
folk,1,4,2.563
folklore,1,8,1.663
follow,1,6,3.798
follower,1,8,1.544
following,1,9,3.364
folly,1,5,1.875
fond,1,4,2.799
fondle,1,6,1.415
fondness,1,8,1.431
fondue,1,6,1.681
font,1,4,1.69
food,4,4,3.896
fool,1,4,3.659
foolish,1,7,2.951
foolishness,1,11,2.029
foot,1,4,3.52
football,1,8,3.282
footpath,1,8,1.176
footprint,1,9,1.748
footprints,1,10,2.276
footstool,1,9,0.954
footwear,1,8,1.613
for,4,3,5.546
forbid,1,6,2.64
forbidden,1,9,2.589
force,2,5,3.557
forced,1,6,3.13
forceful,1,8,1.653
forces,2,6,3.027
Ford,NA,4,1
fore,1,4,2.134
forecast,1,8,1.987
foreground,1,10,1.362
forehead,1,8,2.603
foreign,1,7,3.056
foreigner,1,9,2.179
foreplay,1,8,2.111
foresight,1,9,1.591
forest,2,6,2.984
foretell,1,8,1.23
forethought,1,11,1
forever,1,7,3.656
forfeit,1,7,2.201
forge,1,5,2.223
forgery,1,7,2.004
forget,1,6,4.15
forgetful,1,9,1.591
forgetting,1,10,2.798
forgive,1,7,3.593
forgiveness,1,11,2.608
forgiving,1,9,2.107
forgot,1,6,3.703
forgotten,1,9,3.248
fork,1,4,2.654
form,1,4,3.339
formal,1,6,2.628
format,1,6,1.74
formation,1,9,2.31
former,1,6,2.97
formula,1,7,2.604
Forrest,NA,7,1
for sale,NA,8,1
for sure,NA,8,1
fort,1,4,2.897
forth,1,5,2.906
forthright,1,10,1.544
fortify,1,7,1.114
fortitude,1,9,1.532
fortress,1,8,2.238
fortunate,1,9,2.623
fortune,2,7,3.182
fortune teller,NA,14,1
forty,1,5,2.732
forum,1,5,2.021
forward,1,7,3.567
forwards,1,8,1.857
fossil,1,6,1.903
foster,1,6,2.788
foul,1,4,2.869
found,1,5,4.305
foundation,1,10,2.87
fountain,1,8,2.548
four,1,4,4.115
fourteen,1,8,2.524
fourth,1,6,3.13
fowl,1,4,1.556
fox,1,3,3.043
foxy,1,4,2.196
foyer,1,5,1.663
fractal,NA,7,1
fraction,1,8,2.021
fracture,1,8,2.423
fragile,1,7,2.42
fragment,1,8,1.987
fragrance,1,9,1.785
fragrant,1,8,1.568
frail,1,5,1.914
frame,1,5,2.857
framework,1,9,1.322
France,1,6,3.14
frank,1,5,3.91
Frankenstein,NA,12,1
frantic,1,7,2.068
frat,NA,4,1
fraternity,1,10,2.236
fraud,1,5,2.71
fraught,1,7,1.556
fray,1,4,1.69
freak,1,5,3.273
freckle,1,7,1.491
freckles,1,8,2.009
free,2,4,3.957
freedom,1,7,3.228
freely,1,6,2.334
free time,NA,9,1
freeway,1,7,2.452
freeze,1,6,3.215
freezer,1,7,2.422
freezing,1,8,2.833
freight,1,7,2.295
French,4,6,3.549
french fries,NA,12,1
French horn,NA,11,1
French toast,NA,12,1
frenzied,1,8,1.23
frenzy,1,6,2.017
frequency,1,9,2.529
frequent,1,8,2.149
frequently,1,10,2.225
fresh,2,5,3.444
fresh air,NA,9,1
freshman,1,8,2.575
fret,1,4,1.982
Freud,1,5,2.364
friar,1,5,1.949
friction,1,8,1.806
Friday,1,6,3.386
fridge,1,6,2.702
fried,1,5,2.715
friend,2,6,4.33
friendliness,1,12,0.845
friendly,1,8,3.123
friends,1,7,4.192
friendship,1,10,3.066
fries,2,5,2.776
fright,1,6,2.152
frighten,1,8,2.512
frightened,1,10,3.075
frightening,1,11,2.47
frigid,1,6,1.857
frill,1,5,0.301
frilly,1,6,1.23
fringe,1,6,1.935
frisbee,NA,7,1
frisk,1,5,1.903
frisky,1,6,1.94
frivolous,1,9,1.792
frog,1,4,2.781
frolic,1,6,1.633
from,1,4,5.017
front,1,5,3.967
frontal,1,7,1.987
frontier,1,8,2.225
frost,1,5,2.391
frosted,1,7,1.623
frosting,1,8,1.863
frosty,1,6,2.086
froth,1,5,1.041
frown,1,5,2.021
frozen,1,6,2.894
frugal,1,6,1
fruit,1,5,3.045
fruitful,1,8,1.681
fruits,1,6,2.158
fruity,1,6,1.826
frustrate,1,9,1.176
frustrated,1,10,2.408
frustrating,1,11,2.104
frustration,1,11,2.185
fry,1,3,2.632
frying,2,6,2.155
frying pan,NA,10,1
fuck,1,4,4.286
fucking,1,7,4.22
fudge,1,5,2.269
fuel,1,4,2.943
fugitive,1,8,2.423
fulfill,1,7,2.301
fulfilled,1,9,2.164
fulfillment,1,11,1.724
full,3,4,3.93
full moon,NA,9,1
full stop,NA,9,1
fully,1,5,2.945
fumble,1,6,1.613
fumes,1,5,2.167
fun,1,3,4.08
function,1,8,2.753
functional,1,10,2.146
fund,1,4,2.734
fundamental,1,11,2.225
fundamentalist,1,14,1.431
funds,1,5,2.529
funeral,1,7,3.229
fungi,1,5,1
fungus,1,6,2.053
funk,1,4,2.209
funky,1,5,2.415
funnel,1,6,1.756
funny,1,5,4.046
fur,1,3,2.626
furious,1,7,2.487
furnace,1,7,2.143
furniture,1,9,2.886
furry,1,5,2.09
further,1,7,3.43
furthermore,1,11,2.167
fury,1,4,2.292
fuse,1,4,2.396
fusion,1,6,2.127
fuss,1,4,2.562
fussy,1,5,1.903
futile,1,6,1.919
future,1,6,3.723
fuzz,1,4,1.982
fuzzy,1,5,2.474
g,NA,1,1
gadget,1,6,2.097
gag,1,3,2.558
gain,1,4,2.846
gains,1,5,1.892
gait,1,4,1.23
gal,1,3,2.861
gala,1,4,1.959
galaxy,1,6,2.531
gale,1,4,2.4
gallant,1,7,2.225
gallery,1,7,2.639
gallon,1,6,2.068
gallop,1,6,1.69
gallows,1,7,1.964
galoshes,1,8,1.544
gamble,1,6,2.66
gambler,1,7,2.371
gambling,1,8,2.928
game,5,4,4.077
Game Boy,NA,8,1
gamer,NA,5,1
games,3,5,3.36
game show,NA,9,1
gaming,1,6,2.121
gamma,1,5,2.255
gander,1,6,1.748
gang,1,4,3.187
gangster,1,8,2.436
gap,1,3,2.34
garage,1,6,3.143
garbage,1,7,3.124
garden,1,6,3.132
gardener,1,8,2.332
gardening,1,9,2.093
garlic,1,6,2.487
garment,1,7,1.857
garnish,1,7,1.447
gas,1,3,3.539
gasoline,1,8,2.524
gasp,1,4,1.949
gate,1,4,3.213
gateway,1,7,2.009
gather,1,6,2.903
gatherer,NA,8,1
gathering,1,9,2.569
gaudy,1,5,1.342
gauge,1,5,2.053
gauze,1,5,1.869
gave,1,4,4.094
gavel,1,5,1.602
gay,1,3,3.479
gaze,1,4,2.114
gazebo,1,6,1.672
gazelle,1,7,1.799
gazing,1,6,1.623
gear,1,4,2.912
gears,1,5,1.892
gecko,1,5,1.301
geek,NA,4,1
geese,1,5,1.914
geisha,1,6,2.167
gel,1,3,1.924
gelatin,1,7,1.415
gelatinous,1,10,1
gem,1,3,2.104
Gemini,1,6,1.643
gems,1,4,1.653
gemstone,NA,8,1
gender,1,6,2.158
gene,1,4,2.872
genealogy,1,9,1.342
general,1,7,3.77
generally,1,9,2.628
generation,1,10,2.792
generic,1,7,1.898
generosity,1,10,2.236
generous,1,8,2.931
genes,1,5,2.17
genesis,1,7,2.013
genetic,1,7,2.587
genetics,1,8,1.959
genie,1,5,2.253
genitals,1,8,1.806
genius,1,6,3.249
genocide,1,8,1.799
genome,NA,6,1
genre,1,5,1.74
gentle,1,6,2.927
gentleman,1,9,3.33
gently,1,6,2.663
genuine,1,7,2.622
genus,1,5,1.204
geography,1,9,2.072
geology,1,7,1.681
geometric,1,9,1.38
geometry,1,8,1.978
George,1,6,3.874
gerbil,NA,6,1
geriatric,1,9,1.447
germ,1,4,1.813
German,1,6,3.211
Germany,1,7,2.845
germs,1,5,2.19
gesture,1,7,2.58
get,5,3,5.369
get better,NA,10,1
get ready,NA,9,1
get rid of,NA,10,1
getting,1,7,4.393
get up,NA,6,1
geyser,1,6,1.079
ghastly,1,7,2.029
gherkins,1,8,0.778
ghetto,1,6,2.452
ghost,1,5,3.271
ghostly,1,7,1.708
ghosts,1,6,2.857
ghoul,1,5,1.724
giant,1,5,3.14
giddy,1,5,1.964
gift,1,4,3.517
gifted,1,6,2.362
gifts,1,5,2.865
gig,1,3,2.757
gigantic,1,8,2.281
giggle,1,6,1.944
giggling,1,8,2.322
gin,1,3,2.76
ginger,1,6,2.516
gingerbread,1,11,1.532
giraffe,1,7,1.887
girdle,1,6,1.903
girl,1,4,4.454
girlfriend,1,10,3.589
girls,1,5,4.026
girly,NA,5,1
girth,1,5,1.362
give,4,4,4.775
give away,NA,9,1
give in,NA,7,1
given,1,5,3.686
giver,1,5,1.778
give up,NA,7,1
giving,1,6,3.749
gizmo,NA,5,1
glacier,1,7,1.591
glad,1,4,3.942
gladiator,1,9,1.613
glamorous,1,9,2.182
glamour,1,7,2.204
glance,1,6,2.245
glands,1,6,1.924
glare,1,5,1.919
glass,2,5,3.491
glasses,1,7,3.228
glaze,1,5,1.663
glazed,1,6,1.708
gleaming,1,8,1.568
glee,1,4,1.771
glide,1,5,2.083
glimmer,1,7,1.613
glimpse,1,7,2.236
glisten,1,7,1.362
glistening,1,10,1.462
glitch,NA,6,1
glitter,1,7,2.021
glittery,NA,8,1
glob,NA,4,1
global,2,6,2.508
global warming,NA,14,1
globe,1,5,2.426
gloom,1,5,1.778
gloomy,1,6,2.093
glorious,1,8,2.677
glory,1,5,3.04
gloss,1,5,1.875
glossy,1,6,1.398
glove,1,5,2.713
gloves,1,6,2.919
glow,1,4,2.468
glowing,1,7,2.258
glucose,1,7,1.869
glue,1,4,2.479
glum,1,4,1.724
gluten,1,6,0.954
glutton,1,7,1.505
gluttony,1,8,1.279
gnome,1,5,1.518
go,10,2,5.287
go after,NA,8,1
go ahead,NA,8,1
goal,1,4,2.932
goalie,1,6,1.869
goals,1,5,2.42
goat,1,4,2.731
goatee,1,6,1.74
goats,1,5,2.134
go away,NA,7,1
go bad,NA,6,1
gobble,1,6,2.083
goblet,1,6,1.301
goblin,1,6,1.69
go-cart,NA,7,1
God,NA,3,1
goddess,1,7,2.651
godfather,1,9,2.446
godless,1,7,1.633
godliness,1,9,1.255
godly,1,5,1.204
godmother,1,9,1.919
go down,NA,7,1
gods,1,4,3.035
goes,1,4,4.045
goggles,1,7,2.033
going,2,5,5.035
gold,1,4,3.605
golden,1,6,3.075
goldfish,1,8,2.193
golf,1,4,3.115
golfer,1,6,1.756
golfing,1,7,1.903
gone,1,4,4.18
gong,1,4,2.097
goo,1,3,2.041
good,5,4,5.124
goodbye,1,7,3.774
good job,NA,8,1
good-looking,NA,12,1
goodness,1,8,3.219
good news,NA,9,1
goods,1,5,2.799
goodwill,1,8,2.225
gooey,1,5,1.602
goof,1,4,2.057
go off,NA,6,1
goofy,1,5,2.426
Google,NA,6,1
goon,1,4,2.068
go on,NA,5,1
goop,NA,4,1
goose,1,5,2.824
goosebumps,NA,10,1
gopher,1,6,1.863
gore,1,4,1.748
gorge,1,5,1.833
gorgeous,1,8,3.089
gorilla,1,7,2.453
gory,1,4,1.58
gosh,1,4,3.184
gospel,1,6,2.207
gossip,1,6,2.6
got,1,3,5.227
Gothic,1,6,1.69
gourmet,1,7,2.049
govern,1,6,1.799
governance,1,10,0.778
government,1,10,3.522
governor,1,8,3.137
gown,1,4,2.525
GPS,NA,3,1
grab,1,4,3.558
grace,1,5,3.334
graceful,1,8,2.075
gracious,1,8,2.563
grade,1,5,3.174
grades,1,6,2.655
gradient,1,8,1
grading,1,7,1.653
graduate,1,8,2.795
graduation,1,10,2.7
graffiti,1,8,2.017
graft,1,5,1.929
grail,1,5,2.14
grain,1,5,2.387
grains,1,6,1.708
grainy,NA,6,1
gram,1,4,2.124
grammar,1,7,2.09
grand,1,5,3.507
grandchildren,1,13,2.299
grandeur,1,8,1.58
grandfather,1,11,3.094
grandma,1,7,3.367
grandmother,1,11,3.152
grandpa,1,7,3.221
grandparent,1,11,1.146
grandparents,1,12,2.332
grandson,1,8,2.611
granite,1,7,1.914
granny,1,6,2.635
granola,NA,7,1
grant,1,5,3.22
granted,1,7,2.844
grape,1,5,2.312
grapefruit,1,10,2.104
grapes,1,6,2.305
graph,1,5,1.591
graphic,1,7,2.079
graphics,1,8,1.892
graphite,1,8,1.342
grasp,1,5,2.369
grass,1,5,2.933
grasshopper,1,11,1.681
grassy,1,6,1.518
grate,1,5,1.724
grateful,1,8,3.132
grater,1,6,0.903
gratitude,1,9,2.598
gratuity,1,8,1.23
grave,1,5,3.127
gravel,1,6,1.869
graves,1,6,2.484
gravestone,1,10,1.255
graveyard,1,9,2.436
gravity,1,7,2.546
gravy,1,5,2.431
gray,1,4,3.033
graze,1,5,1.602
grease,1,6,2.55
greasy,1,6,2.301
great,2,5,4.622
Great Britain,NA,13,1
greater,1,7,2.914
greatest,1,8,3.392
greatness,1,9,2.33
greed,1,5,2.391
greedy,1,6,2.53
Greek,1,5,2.763
green,1,5,3.568
greenery,1,8,0.903
greenhouse effect,NA,17,1
greens,1,6,2.041
greet,1,5,2.43
greeter,NA,7,1
greeting,1,8,2.217
greetings,1,9,2.539
gregarious,1,10,0.477
gremlin,1,7,1.079
grenade,1,7,2.373
grey,1,4,2.672
grid,1,4,2.452
grief,1,5,2.743
grill,1,5,2.358
grilled,1,7,2.061
grim,1,4,2.389
grimace,1,7,1.255
grime,1,5,1.342
grimy,1,5,1.431
grin,1,4,2.143
grind,1,5,2.281
grinder,1,7,1.819
grinding,1,8,2.029
grip,1,4,2.695
grit,1,4,1.69
gritty,1,6,1.38
grizzly,1,7,1.982
groan,1,5,1.681
groceries,1,9,2.48
grocery,2,7,2.449
grocery store,NA,13,1
groin,1,5,1.968
groom,1,5,2.602
groove,1,6,2.328
groovy,1,6,2.288
grope,1,5,1.505
gross,1,5,2.892
grotesque,1,9,1.909
grouchy,1,7,1.653
ground,1,6,3.568
grounded,1,8,2.6
groundhog,1,9,1.887
grounds,1,7,2.728
group,1,5,3.575
grove,1,5,2.297
grow,1,4,3.482
growing,1,7,3.184
growl,1,5,1.708
grown,3,5,3.106
grown up,NA,8,1
grown-ups,NA,9,1
growth,1,6,2.518
grub,1,4,2.146
grubby,1,6,1.477
grudge,1,6,2.356
gruel,1,5,1.38
gruesome,1,8,2.021
gruff,1,5,1.462
grumble,1,7,1
grumpy,1,6,2.083
grunge,NA,6,1
grunt,1,5,2.057
guacamole,NA,9,1
guarantee,1,9,3.051
guard,1,5,3.473
guardian,1,8,2.555
guess,1,5,4.365
guessing,1,8,2.738
guest,1,5,3.309
guidance,1,8,2.576
guide,1,5,2.959
guideline,NA,9,1
guiding,1,7,2.029
guild,1,5,2.017
guilt,1,5,2.881
guilty,1,6,3.502
guinea,NA,6,1
guinea pig,NA,10,1
guitar,1,6,2.901
gull,1,4,1.756
gullible,1,8,1.813
gully,1,5,1.681
gulp,1,4,1.708
gum,2,3,2.835
gummy,1,5,1.591
gumption,1,8,1.398
gums,1,4,1.987
gun,2,3,4.036
gunk,1,4,1.398
gunpowder,1,9,1.935
guns,1,4,3.49
guru,1,4,1.898
gush,1,4,1.568
gust,1,4,1.398
gusto,1,5,1.672
gut,1,3,2.697
guts,1,4,3.083
gutter,1,6,2.428
guy,2,3,4.59
guys,1,4,4.508
gym,1,3,2.967
gymnast,1,7,1.491
gymnastics,1,10,1.898
gypsum,1,6,1.146
gypsy,1,5,2.53
h,NA,1,1
habit,1,5,2.869
habitat,1,7,2.061
habitual,1,8,1.431
hack,1,4,2.64
hacker,NA,6,1
had,1,3,4.932
Hades,1,5,1.919
haggle,1,6,1.58
haha,1,4,1.398
haiku,1,5,1.398
hail,1,4,2.788
hair,5,4,3.894
haircut,1,7,2.634
hairdo,1,6,1.826
hairdresser,1,11,2.104
hairdryer,NA,9,1
hairless,1,8,1.491
hairspray,NA,9,1
hairstyle,1,9,1.556
hairy,1,5,2.509
half,1,4,4.007
hall,1,4,3.423
hallelujah,1,10,2.679
hallmark,1,8,1.819
Halloween,1,9,2.824
hallucinate,1,11,1.204
hallucination,1,13,1.964
hallucinogen,NA,12,1
hallway,1,7,2.688
halo,1,4,1.919
halt,1,4,2.76
ham,1,3,2.772
hamburger,1,9,2.6
hamburgers,1,10,2.072
Hamlet,NA,6,1
hammer,1,6,2.804
hammock,1,7,1.857
hamper,1,6,1.863
hamster,1,7,2.041
hand,2,4,4.154
handbag,1,7,2.13
handball,1,8,1.462
handcuffs,1,9,2.422
handed,1,6,2.676
handgun,1,7,1.826
handicap,1,8,2.146
handicapped,1,11,2.137
handkerchief,1,12,2.332
handle,1,6,3.743
handmade,1,8,1.672
hand out,NA,8,1
hands,1,5,4.082
handshake,1,9,2.193
handsome,1,8,3.227
handwriting,1,11,2.48
handy,1,5,2.795
handyman,1,8,1.973
hang,2,4,3.877
hanger,1,6,1.845
hanging,1,7,3.437
hangman,1,7,1.826
hang on,NA,7,1
hangover,1,8,2.301
hankie,NA,6,1
haphazard,1,9,1.041
happen,1,6,4.113
happening,1,9,3.664
happenstance,1,12,0.954
happiness,1,9,3.097
happy,1,5,4.23
harass,1,6,1.839
harassment,1,10,2.479
harbor,1,6,2.751
hard,2,4,4.196
hardcore,NA,8,1
harder,1,6,3.189
hardly,1,6,3.417
hardship,1,8,1.892
hardware,1,8,2.543
hard work,NA,9,1
hardworking,1,11,1.892
hardy,1,5,2.276
hare,1,4,2.292
Harley,NA,6,1
harm,1,4,3.21
harmful,1,7,1.826
harmonica,1,9,1.954
harmony,1,7,2.623
harness,1,7,2.127
harp,1,4,2.13
harpoon,1,7,1.653
harpsichord,1,11,1.079
Harry Potter,NA,12,1
harsh,1,5,2.56
harvest,1,7,2.292
has,1,3,4.762
hash,1,4,2.258
hassle,1,6,2.127
haste,1,5,2.029
hasty,1,5,2.255
hat,3,3,3.515
hatch,1,5,2.816
hatchet,1,7,2.004
hate,1,4,4.039
hateful,1,7,2.013
hater,NA,5,1
hatred,1,6,2.442
hats,1,4,2.696
haughty,1,7,1.342
haul,1,4,2.559
haunt,1,5,2.263
haunted,1,7,2.58
haunting,1,8,2.045
have,2,4,5.497
haven,1,5,4.275
have to,NA,7,1
havoc,1,5,1.845
Hawaii,1,6,2.786
hawk,1,4,2.814
Hawking,NA,7,1
hay,2,3,2.513
hay fever,NA,9,1
haystack,1,8,1.851
hazard,1,6,2.297
hazardous,1,9,1.978
haze,1,4,1.892
hazel,1,5,1.748
hazelnut,NA,8,1
hazy,1,4,1.623
he,1,2,5.59
head,2,4,4.278
headache,1,8,2.857
head and shoulders,NA,18,1
headband,1,8,1.342
headdress,1,9,1.204
headed,1,6,3.196
heading,1,7,3.232
headline,1,8,2.124
headphones,1,10,1.909
heads,1,5,3.338
headstone,1,9,1.716
headstrong,1,10,1.672
heady,1,5,1.322
heal,1,4,2.763
healing,1,7,2.514
health,2,6,3.313
healthcare,NA,10,1
healthy,1,7,3.101
heap,1,4,2.398
heaps,1,5,1.431
hear,1,4,4.452
heard,1,5,4.296
hearing,1,7,3.358
hearsay,1,7,1.898
heart,2,5,4.095
heartache,1,9,1.875
heart attack,NA,12,1
heartbeat,1,9,2.455
heartbreak,1,10,2.053
heartfelt,1,9,1.863
hearth,1,6,1.544
heartless,1,9,2.255
hearts,1,6,3.069
hearty,1,6,2
heat,1,4,3.311
heater,1,6,2.146
heath,1,5,1.982
heathen,1,7,1.914
Heather,NA,7,1
heating,1,7,2.14
heave,1,5,2.272
heaven,1,6,3.461
heavenly,1,8,2.452
heavy,1,5,3.383
Hebrew,1,6,2.188
hectic,1,6,1.978
hedge,1,5,1.903
hedgehog,1,8,1.204
heedless,1,8,0.602
heel,1,4,2.578
heels,1,5,2.708
hefty,1,5,1.799
heifer,1,6,1.792
height,1,6,2.679
heights,1,7,2.576
heir,1,4,2.426
heirloom,1,8,1.643
heist,NA,5,1
held,1,4,3.336
helicopter,1,10,2.907
helium,1,6,1.869
hell,1,4,4.38
hellfire,1,8,1.602
hello,1,5,4.475
helmet,1,6,2.685
help,1,4,4.672
helper,1,6,2.017
helpful,1,7,2.792
helping,1,7,3.413
helpless,1,8,2.755
hem,1,3,1.633
hemisphere,1,10,1.887
hemp,1,4,1.255
hen,1,3,2.215
hence,1,5,2.394
her,1,3,5.16
herb,1,4,2.406
herbal,1,6,1.919
herbivore,1,9,0.845
herbs,1,5,2.152
herd,1,4,2.558
here,1,4,5.363
heredity,1,8,1.146
heritage,1,8,2.114
hermit,1,6,1.785
hernia,1,6,1.964
hero,1,4,3.405
heroic,1,6,2.371
heroin,1,6,2.701
heroine,1,7,1.875
heroism,1,7,1.756
heron,1,5,1.176
herring,1,7,2.185
hers,1,4,2.905
herself,1,7,3.428
hesitant,1,8,1.342
hesitate,1,8,2.447
hesitation,1,10,1.978
hex,1,3,1.826
hexagon,1,7,0.699
hey,1,3,4.945
hi,1,2,4.454
hiccup,1,6,1.447
hick,1,4,2.013
hidden,1,6,3.036
