,Experiment,Subject,participant,Session,Procedure.Block.,Trial,Board,Word1,Word2,Clue1,ClueType,CorrectAnswer,Level,Player1.RESP,Player1.RT,Player2.RESP,Player2.RT,Player2.ACC,P2W1,P2W2,P2A1W1,P2A1W2,Clue2,Player1SecondClue.RESP,Player1SecondClue.RT,Player2SecondAnswer.ACC,Player2SecondAnswer.RESP,Player2SecondAnswer.RT,Clue3,Player1ThirdClue.RESP,Player1ThirdClue.RT,Player2ThirdAnswer.ACC,Player2ThirdAnswer.RESP,Player2ThirdAnswer.RT,bert-sum_w1w2_sim,bert-sum_c1w1_sim,bert-sum_c1w2_sim,bert-sum_c1avg_sim,bert-sum_c2w1_sim,bert-sum_c2w2_sim,bert-sum_c2_w1w2avg_sim,bert-sum_c2_c1avg_sim,glove_w1w2_sim,glove_c1w1_sim,glove_c1w2_sim,glove_c1avg_sim,glove_c2w1_sim,glove_c2w2_sim,glove_c2_w1w2avg_sim,glove_c2_c1avg_sim,swow_w1w2_sim,swow_c1w1_sim,swow_c1w2_sim,swow_c1avg_sim,swow_c2w1_sim,swow_c2w2_sim,swow_c2_w1w2avg_sim,swow_c2_c1avg_sim
0,E1,E1.1,1,1,S1,8,TrialList1,void,couch,comfortable,Attributive,couch{-}void9,Hard,comfy9,59842,couch{-}outfit9,32668,0,couch,outfit,0,1,disappear,dissapear9,59984,1,couch{-}void9,16733,na,,0,0,,0.0,0.5661940743724609,0.6400393118989695,0.6515690806024718,0.7297422715464483,0.6620963994163162,0.5634537984333883,0.6927665706151506,0.7845302047715662,0.050816349010013306,0.09733076481661884,0.30983360071680577,0.2808609460836352,0.28196896415656336,0.15096956948195472,0.29863990109464167,0.3069065308870832,0.01901799621821787,0.013185404743428553,0.8553130358185285,0.6017017954012122,0.3348822943829528,0.03971407584277009,0.2647023161834573,0.18769230459040676
1,E1,E1.1,1,1,S1,7,TrialList1,giggle,abnormal,funny,Attributive,abnormal{-}giggle9,Medium,funny9,21075,adore{-}giggle9,53394,0,adore,giggle,1,0,weird,weird9,8219,1,abnormal{-}giggle9,29701,na,,0,0,,0.0,0.6141666973874521,0.7448297677077785,0.7546610681258117,0.834608218398233,0.641071817811408,0.737014874458752,0.7690665739552305,0.8151429645674295,0.14924343674251184,0.29182465102174726,0.12179143009104876,0.2728201317839163,0.217640213301854,0.19200213024698076,0.2701990576742306,0.4433844226719007,0.02089786760681145,0.8688888177044202,0.31265240135326855,0.8132423523753265,0.20312204945528023,0.8897409060723505,0.7806731844410969,0.7184024123795846
2,E1,E1.1,1,1,S1,6,TrialList1,exam,algebra,math,Hierarchical,algebra{-}exam9,Easy,math9,6224,algebra{-}exam9,26977,1,algebra,exam,1,1,na,,0,0,,0,na,,0,0,,0.0,0.5769354408873905,0.6922493243647114,0.6797565272161125,0.7726766273679712,NA,NA,NA,NA,0.23237704169170825,0.5101634446606568,0.25387494378825304,0.48666305527934706,NA,NA,NA,NA,0.25409660586148175,0.36225232578804967,0.9590594608285195,0.8937250186998037,NA,NA,NA,NA
3,E1,E1.1,1,1,S1,42,TrialList10,tea,bean,time,Idiosyncratic,bean{-}tea9,Easy,time9,12297,dusk{-}hand9,58343,0,dusk,hand,0,0,swing,swinging9,89655,0,hand{-}pendulum9,8843,sunset,sunset9,34519,0,dusk{-}pendulum9,3735.0,0.8084679157212914,0.7354326869512358,0.7490640891205489,0.7807337792995711,0.7784245039201173,0.8219008170085096,0.8420773955221915,0.8534395915093275,0.4328598411884097,0.22083804839947008,0.157138325463837,0.22327896003705305,0.11610942813023972,0.10776060833747281,0.13224495606758668,0.24256351296598866,0.3260674845999034,0.1536708248017361,0.05677523898105641,0.12023557644823935,0.07787557182236227,0.04337937524688318,0.0711138981999091,0.1259017319709056
4,E1,E1.1,1,1,S1,44,TrialList10,tourist,comedy,fun,Attributive,comedy{-}tourist9,Medium,fun9,34427,comedy{-}tourist9,35365,1,comedy,tourist,1,1,na,,0,0,,0,na,,0,0,,0.0,0.646508680144063,0.6434360774950543,0.6173228469298155,0.6947237486609517,NA,NA,NA,NA,0.15384850085872914,0.26983971888653957,0.43193298829389615,0.4619628772943999,NA,NA,NA,NA,0.04427765460194233,0.18915309640925204,0.6218584314982578,0.5522784310708558,NA,NA,NA,NA
5,E1,E1.1,1,1,S1,43,TrialList10,pendulum,dusk,right,Idiosyncratic,dusk{-}pendulum9,Hard,right9,8756,9,5513,0,,,0,0,na,9,2156,0,9,3449,na,9,1206,0,9,1009.0,0.6975656423817038,0.6399732695916027,0.7024918551811503,0.7288623873717403,NA,NA,NA,NA,0.040764861847726874,0.10790558754881818,0.11490951312766173,0.15443769558813347,NA,NA,NA,NA,-0.0022915379047869777,0.10883969840844865,0.06390601101352955,0.1250979915689594,NA,NA,NA,NA
6,E1,E1.1,1,1,S1,10,TrialList2,beginning,brake,start,Coordinate,beginning{-}brake9,Hard,start9,129626,beginning{-}gas9,67550,0,beginning,gas,1,0,stop,stop9,78270,0,beginning{-}stopp9,7217,car,car9,16919,0,gas{-}brake9,10766.0,0.708221608592075,0.6985775212098153,0.5575014802937479,0.6819566286515905,0.7265689504449689,0.721873872478781,0.7836482682583171,0.8067872876034936,0.14813935056624616,0.7040919516318082,0.2136149643517551,0.6056081477971104,0.46475001792172055,0.3245231705272955,0.520852859178482,0.5957534426137234,0.11965930100489652,0.8917374501061038,0.2343611415879141,0.775361137843859,0.24531828882005435,0.595143242709292,0.5483861128859473,0.49571681312170535
7,E1,E1.1,1,1,S1,11,TrialList2,birds,aircraft,fly,Attributive,aircraft{-}birds9,Easy,fly9,2834,aircraft{-}birds9,10780,1,aircraft,birds,1,1,na,,0,0,,0,na,,0,0,,0.0,0.7742629947138543,0.6834022733271825,0.696271677068394,0.7325000221644256,NA,NA,NA,NA,0.11067645587780484,0.3012041511414595,0.7170757159116516,0.6832165524379038,NA,NA,NA,NA,0.3324465763084191,0.6443078038519401,0.700574977585174,0.8233601145407198,NA,NA,NA,NA
8,E1,E1.1,1,1,S1,12,TrialList2,school,stop,cancel,Coordinate,school{-}stop9,Medium,cancel9,39485,school{-}stop9,45532,1,school,stop,1,1,na,,0,0,,0,na,,0,0,,0.0,0.5892210126765406,0.6327628463983082,0.7484091400208635,0.7769606488258132,NA,NA,NA,NA,0.30478406256375634,0.2082491969890231,0.4456113278205547,0.4047629964515824,NA,NA,NA,NA,0.13428977182087065,0.14612911065440537,0.5352398030851586,0.4724752636610241,NA,NA,NA,NA
9,E1,E1.1,1,1,S1,14,TrialList3,circle,dance,art,Hierarchical,circle{-}dance9,Easy,art9,16486,dance{-}literature9,84052,0,dance,literature,0,1,shape,shapes9,11148,0,circle{-}stripes9,6104,movement,movement9,78752,1,circle{-}dance9,7960.0,0.5281395099082671,0.6541924460343772,0.6583700137871548,0.7504714188635877,0.8489548644373003,0.546435934956173,0.8055220519284276,0.8193374355783548,0.3398754240509272,0.32620498825814725,0.45197595062765183,0.4753717641960633,0.4856799635792307,0.26997041037435743,0.46160838558605066,0.4701248245011913,0.24137403540261748,0.11721228707924802,0.19163441585177798,0.19047325393434877,0.7718247970981486,0.1265062647946983,0.6106748941249538,0.6171911544058143
